Year of event,Event dates,Event name,Event distance/length,Event number of finishers,Athlete performance,Athlete club,Athlete country,Athlete year of birth,Athlete gender,Athlete age category,Athlete average speed,Athlete ID
2008,17.05.2008,Silver State 50 km (USA),50km,43,18305.0,"*Truckee, CA",USA,1972.0,M,M35,9.833,199983
2014,17.05.2014,Silver State 50 km (USA),50km,70,16707.0,,USA,1969.0,M,M40,10.774,382314
1996,18.05.1996,Silver State 50 km (USA),50km,66,21452.0,,USA,1958.0,M,M35,8.391,1053465
2002,18.05.2002,Silver State 50 km (USA),50km,73,19553.0,,SLO,1960.0,M,M40,9.206,1063792
2013,18.05.2013,Silver State 50 km (USA),50km,83,15666.0,"*Reno, NV",USA,1978.0,M,M23,11.49,46931
2019,18.05.2019,Silver State 50 km (USA),50km,77,14108.0,"*Kings Beach, CA",USA,1992.0,M,M23,12.759,294161
1990,19.05.1990,Silver State 50 km (USA),50km,53,18300.0,,USA,1965.0,M,M23,9836.0,1614055
2001,19.05.2001,Silver State 50 km (USA),50km,68,19920.0,,USA,1963.0,M,M35,9.036,46284
2007,19.05.2007,Silver State 50 km (USA),50km,67,17591.0,"*Ashland, OR",USA,1976.0,M,M23,10.233,117538
2012,19.05.2012,Silver State 50 km (USA),50km,67,15479.0,"*Bend, OR",USA,1971.0,M,M40,11.629,1360
2018,19.05.2018,Silver State 50 km (USA),50km,83,14712.0,"*Reno, NV",USA,1983.0,M,M23,12.235,199982
1989,20.05.1989,Silver State 50 km (USA),50km,30,20163.0,,USA,1965.0,M,M23,8927.0,1614055
1995,20.05.1995,Silver State 50 km (USA),50km,51,19996.0,,USA,1960.0,M,M23,9002.0,785379
2000,20.05.2000,Silver State 50 km (USA),50km,64,19048.0,,USA,1965.0,M,M23,9.45,628344
2006,20.05.2006,Silver State 50 km (USA),50km,37,20624.0,"*Truckee, CA",USA,1972.0,M,M23,8.728,199983
2017,20.05.2017,Silver State 50 km (USA),50km,75,14684.0,"*Salt Lake City, UT",USA,1989.0,M,M23,12.258,148199
1988,21.05.1988,Silver State 50 km (USA),50km,15,22334.0,,USA,1934.0,M,M50,8059.0,1066246
1994,21.05.1994,Silver State 50 km (USA),50km,59,17957.0,"*Reno, NV",USA,1956.0,M,M35,10024.0,1053464
2005,21.05.2005,Silver State 50 km (USA),50km,46,19156.0,"*Reno, NV, USA",SLO,1960.0,M,M40,9.397,1063792
2011,21.05.2011,Silver State 50 km (USA),50km,52,15311.0,"*Truckee, CA",USA,1972.0,M,M35,11.756,199983
2016,21.05.2016,Silver State 50 km (USA),50km,72,14331.0,"*Mammoth Lakes, CA",USA,1985.0,M,M23,12.56,180326
2022,21.05.2022,Silver State 50 km (USA),50km,71,13448.0,"*Reno, NV",USA,2001.0,M,MU23,13.385,975253
2002,28.09.2002,Silvertip 50K (USA),50km,51,15450.0,*WA,USA,1973.0,M,M23,11.65,1047494
2001,29.09.2001,Silvertip 50K (USA),50km,33,16504.0,,CAN,1964.0,M,M35,10.906,23930
2000,30.09.2000,Silvertip 50K (USA),50km,8,17836.0,,CAN,1964.0,M,M35,10.092,23930
2022,09.07.2022,Silverton Alpine 50K (USA),50km,151,14160.0,"*Hesperus, CO",USA,2003.0,M,MU23,12.712,984155
2021,10.07.2021,Silverton Alpine 50K (USA),50km,152,15667.0,"*Denton, NC",USA,1991.0,M,M23,11.489,45675
2020,12.07.2020,Silverton Alpine 50K (USA),50km,77,15572.0,"*Littleton, CO",USA,1984.0,M,M35,11.559,145823
2019,14.07.2019,Silverton Alpine 50K (USA),50km,59,14181.0,"*Bend, OR",USA,1979.0,M,M35,12.693,150170
2017,19.08.2017,Silverton Alpine 50K (USA),50km,37,16068.0,"*Seattle, WA",USA,1991.0,M,M23,11.202,448027
2016,20.08.2016,Silverton Alpine 50K (USA),50km,25,15742.0,"*Colorado Springs, CO",USA,1992.0,M,M23,11.434,299094
2015,22.08.2015,Silverton Alpine 50K (USA),50km,27,16533.0,"*Flagstaff, AZ",USA,1978.0,M,M35,10.887,478774
2014,23.08.2014,Silverton Alpine 50K (USA),50km,20,15269.0,"*Durango, CO",USA,1988.0,M,M23,11.789,202464
2013,24.08.2013,Silverton Alpine 50K (USA),50km,19,17293.0,"*Golden, CO",USA,1992.0,M,MU23,10.409,37196
2012,25.08.2012,Silverton Alpine 50K (USA),50km,24,15945.0,"*Denver, CO",USA,1982.0,M,M23,11.289,561562
2011,27.08.2011,Silverton Alpine 50K (USA),50km,14,17877.0,"*Durango, CO",USA,1974.0,M,M35,10.069,61417
2018,28.07.2018,Silverton Alpine 50K (USA),50km,27,14609.0,"*Fort Collins, CO",USA,1991.0,M,M23,12.321,221178
2010,28.08.2010,Silverton Alpine 50K (USA),50km,17,15970.0,"*Durango, CO",USA,1971.0,M,M35,11.271,395680
2009,29.08.2009,Silverton Alpine 50K (USA),50km,4,19441.0,"*Silverton, CO",USA,1962.0,M,M45,9.259,1175863
2011,31.12.2011,Silvester Ultralauf (GER),50km,8,15686.0,TSV Fischerhude,GER,1960.0,M,M50,11.475,1239456
2022,04.-05.06.2022,Simpson Desert Ultra 50km (AUS),50km,40,24120.0,,AUS,1960.0,F,W60,7.463,777788
2007,27.10.2007,Sin City World of Hurt 50k (USA),50km,23,15461.0,,USA,1976.0,M,M23,11.642,117538
2018,23.06.2018,Sindupalchok Trail Race (NEP),50km,25,23267.0,,NEP,1997.0,M,MU23,7.736,258888
2017,01.04.2017,Singletrack Maniac 50k Trail Run (USA),50km,51,16411.0,"*Virginia Beach, VA",GBR,1966.0,M,M50,10.968,19738
2013,04.05.2013,Singletrack Maniac 50k Trail Run (USA),50km,34,16193.0,"*Virginia Beach, VA",USA,1981.0,M,M23,11.116,1397069
2022,09.04.2022,Singletrack Maniac 50k Trail Run (USA),50km,62,14531.0,"*Leonardtown, MD",USA,1988.0,M,M23,12.387,225848
2015,09.05.2015,Singletrack Maniac 50k Trail Run (USA),50km,74,14062.0,"*Harrisonburg, VA",USA,1991.0,M,M23,12.8,1425238
2021,10.04.2021,Singletrack Maniac 50k Trail Run (USA),50km,116,14355.0,"*Milford, DE",USA,1996.0,M,M23,12.539,695682
2014,10.05.2014,Singletrack Maniac 50k Trail Run (USA),50km,54,16896.0,"*Annandale, VA",USA,1969.0,M,M40,10.653,468881
2019,13.04.2019,Singletrack Maniac 50k Trail Run (USA),50km,66,16301.0,"*Suffolk, VA",USA,1988.0,M,M23,11.042,25550
2018,14.04.2018,Singletrack Maniac 50k Trail Run (USA),50km,61,15979.0,"*Virginia Beach, VA",GBR,1966.0,M,M50,11.265,19738
2016,14.05.2016,Singletrack Maniac 50k Trail Run (USA),50km,54,15186.0,"*Midlothian, VA",USA,1982.0,F,W23,11.853,468879
2016,06.11.2016,Singwood Trailathon (CHN),50km,118,17316.0,,CHN,1992.0,M,M23,10.395,533374
2022,26.08.2022,Sink Or Survive (S.O.S.) - Stage 6 (AUS),50km,6,22077.0,,AUS,1978.0,M,M40,8.153,26979
2022,11.06.2022,Sinks Canyon Rough & Tumble Trail Runs (USA),50km,57,15955.0,"*Lander, WY",USA,1987.0,M,M23,11.282,227531
2021,12.06.2021,Sinks Canyon Rough & Tumble Trail Runs (USA),50km,79,16596.0,"*Alamosa, CO",USA,1996.0,M,M23,10.846,46120
2019,22.06.2019,Sinks Canyon Rough & Tumble Trail Runs (USA),50km,66,15854.0,"*Del Norte, CO",USA,1987.0,M,M23,11.354,240497
2018,23.06.2018,Sinks Canyon Rough & Tumble Trail Runs (USA),50km,40,16228.0,"*Lander, WY",USA,1987.0,M,M23,11.092,227531
2017,24.06.2017,Sinks Canyon Rough & Tumble Trail Runs (USA),50km,25,17861.0,"*Lander, WY",USA,1987.0,M,M23,10.078,227531
2016,25.06.2016,Sinks Canyon Rough & Tumble Trail Runs (USA),50km,5,22036.0,"*Havertown, PA",USA,1993.0,M,MU23,8.168,25766
2013,19.10.2013,Sinnemahone Ultra Marathon (USA),50km,24,20977.0,"*Kitchener, ON",CAN,1958.0,M,M50,8.581,87083
1983,06.03.1983,Sint Oedenrode 50km (NED),50km,29,16861.0,LAT,NED,1946.0,M,M35,10676.0,1144249
1988,14.03.1988,Sint Oedenrode 50km (NED),50km,28,16745.0,Olat,NED,1959.0,M,M23,10749.0,1559617
1986,15.03.1986,Sint Oedenrode 50km (NED),50km,23,18112.0,LG Gottingen,GER,,M,,9938.0,1580484
1980,15.06.1980,Sint Oedenrode 50km (NED),50km,11,17048.0,*Av Holland / L,NED,1934.0,M,M45,10558.0,1048110
1984,18.03.1984,Sint Oedenrode 50km (NED),50km,18,17621.0,LAT,NED,1946.0,M,M35,10215.0,1144249
1998,04.10.1998,Sint Oedenrode 50km - Dutch and Belgian Championship (NED),50km,17,15571.0,Cabw,BEL,1973.0,M,M23,11.56,93289
1996,10.03.1996,Sint Oedenrode 50km - Mannen (NED),50km,2,14880.0,*Abes,BEL,1963.0,M,M23,12.097,1066348
1995,12.03.1995,Sint Oedenrode 50km - Mannen (NED),50km,8,15887.0,Beac,BEL,1963.0,M,M23,11330.0,1066348
2000,12.03.2000,Sint Oedenrode 50km - Mannen (NED),50km,7,14230.0,Plymouth,GBR,1957.0,M,M40,12.649,1051025
1994,13.03.1994,Sint Oedenrode 50km - Mannen (NED),50km,4,15929.0,*Erfurt,GER,1960.0,M,M23,11300.0,1638260
1993,14.03.1993,Sint Oedenrode 50km - Mannen (NED),50km,10,16312.0,RWV,NED,1958.0,M,M23,11035.0,21406
1999,14.03.1999,Sint Oedenrode 50km - Mannen (NED),50km,5,19949.0,Attila,NED,1951.0,M,M45,9.023,1085837
1991,10.03.1991,Sint Oedenrode 50km - Prestatie (NED),50km,19,20329.0,*Herrentals,BEL,,M,,8854.0,1591744
1996,10.03.1996,Sint Oedenrode 50km - Prestatie (NED),50km,8,20088.0,*Olat,NED,1947.0,M,M45,8.961,1069900
1989,11.03.1989,Sint Oedenrode 50km - Prestatie (NED),50km,22,20822.0,Olat,NED,1948.0,M,M40,8645.0,1048111
1990,11.03.1990,Sint Oedenrode 50km - Prestatie (NED),50km,28,19003.0,Olat,NED,1948.0,M,M40,9472.0,1619674
2001,11.03.2001,Sint Oedenrode 50km - Prestatie (NED),50km,7,20294.0,RWV,NED,1947.0,M,M50,8.87,1090258
1988,12.03.1988,Sint Oedenrode 50km - Prestatie (NED),50km,28,20158.0,RWV,NED,1952.0,M,M35,8929.0,1233066
1995,12.03.1995,Sint Oedenrode 50km - Prestatie (NED),50km,6,20868.0,Cialfo,NED,1953.0,M,M40,8626.0,1046319
2000,12.03.2000,Sint Oedenrode 50km - Prestatie (NED),50km,5,21391.0,Olat,NED,1937.0,M,M60,8.415,1066360
1994,13.03.1994,Sint Oedenrode 50km - Prestatie (NED),50km,8,21064.0,Olat,NED,1947.0,M,M45,8545.0,1069900
1993,14.03.1993,Sint Oedenrode 50km - Prestatie (NED),50km,16,19672.0,RWV,NED,1947.0,M,M45,9150.0,1090258
1999,14.03.1999,Sint Oedenrode 50km - Prestatie (NED),50km,10,20550.0,RWV,NED,1953.0,M,M45,8.759,1046319
1992,15.03.1992,Sint Oedenrode 50km - Prestatie (NED),50km,18,19811.0,,NED,1947.0,M,M45,9086.0,1090258
1996,10.03.1996,Sint Oedenrode 50km - Veteranen (NED),50km,3,20355.0,*Werne,GER,1948.0,M,M45,8.843,1066353
1994,13.03.1994,Sint Oedenrode 50km - Veteranen (NED),50km,6,18856.0,SV Berlin,GER,1951.0,M,M40,9546.0,1538940
1993,14.03.1993,Sint Oedenrode 50km - Veteranen (NED),50km,7,18563.0,Olat,NED,1948.0,M,M40,9697.0,1619674
1991,10.03.1991,Sint Oedenrode 50km - Wedstrijd (NED),50km,25,15917.0,RWV,NED,,M,,11309.0,1627095
1989,11.03.1989,Sint Oedenrode 50km - Wedstrijd (NED),50km,29,16304.0,Olat,NED,1959.0,M,M23,11040.0,1559617
1990,11.03.1990,Sint Oedenrode 50km - Wedstrijd (NED),50km,20,17029.0,RWV,NED,1959.0,M,M23,10570.0,1570177
2001,11.03.2001,Sint Oedenrode 50km - Wedstrijd (NED),50km,9,18613.0,,TUR,1968.0,M,M23,9.671,1133559
1988,12.03.1988,Sint Oedenrode 50km - Wedstrijd (NED),50km,33,15975.0,Eintr Frankfurt,GER,1961.0,M,M23,11268.0,1610014
2004,14.03.2004,Sint Oedenrode 50km - Wedstrijd (NED),50km,6,18792.0,Unitas,NED,1963.0,M,M40,9.579,1066359
1992,15.03.1992,Sint Oedenrode 50km - Wedstrijd (NED),50km,17,15494.0,GOS,BLR,1969.0,M,MU23,11617.0,1631152
1987,04.10.1987,Sint Oedenrode NK 50km (NED),50km,23,15128.0,RWV,NED,1958.0,M,M23,11898.0,21406
1986,10.-11.05.1986,Sint Oedenrode Wandelevenement - 50km (NED),50km,61,21112.0,O.L.A.T.,NED,,M,,8526.0,1597683
1987,30.-31.05.1987,Sint Oedenrode Wandelevenement - 50km (NED),50km,61,19979.0,AC Olse-Merksem,BEL,1927.0,M,M55,9009.0,1594488
1989,06.-07.05.1989,Sint Oedenrode Wandelevenement - 50km „Prestatie“ (NED),50km,43,20810.0,Unitas,NED,1967.0,M,MU23,8650.0,1048107
1991,11.-12.05.1991,Sint Oedenrode Wandelevenement - 50km „Prestatie“ (NED),50km,35,20574.0,Olat,NED,1953.0,M,M35,8749.0,1053733
1983,14.-15.05.1983,Sint Oedenrode Wandelevenement - 50km „Prestatie“ (NED),50km,6,27482.0,B. Mann,GER,,M,,6550.0,1580019
1988,14.-15.05.1988,Sint Oedenrode Wandelevenement - 50km „Prestatie“ (NED),50km,72,21125.0,*Olse,BEL,1927.0,M,M60,8521.0,1594488
1985,18.-19.05.1985,Sint Oedenrode Wandelevenement - 50km „Prestatie“ (NED),50km,37,20647.0,Atilla,NED,1955.0,M,M23,8718.0,203590
1983,14.-15.05.1983,Sint Oedenrode Wandelevenement - 50km „Wedstrijd“ (NED),50km,3,19651.0,O.L.A.T.,NED,1961.0,M,MU23,9160.0,1571564
2016,24.12.2016,Sint Thomas 50 Km Trail Run (NED),50km,30,14066.0,*Bemmel,NED,1979.0,M,M35,12.797,356064
2014,27.12.2014,Sint Thomas 50 Km Trail Run (NED),50km,36,14191.0,*Ouwsterhaule,NED,1968.0,M,M45,12.684,23141
2015,27.12.2015,Sint Thomas 50 Km Trail Run (NED),50km,21,15207.0,*Bemmel,NED,1979.0,M,M35,11.837,356064
2005,09.07.2005,Siskiyou Out Back 50 km Trail Run (USA),50km,126,14472.0,"*Denver, CO",USA,1967.0,M,M35,12.438,1050713
2011,09.07.2011,Siskiyou Out Back 50 km Trail Run (USA),50km,193,12928.0,"*Bend, OR",USA,1980.0,M,M23,13.923,33245
2022,09.07.2022,Siskiyou Out Back 50 km Trail Run (USA),50km,166,14180.0,"*Bend, OR",USA,1991.0,M,M23,12.694,33253
2004,10.07.2004,Siskiyou Out Back 50 km Trail Run (USA),50km,123,15208.0,"*Central Point, OR",USA,1967.0,M,M35,11.836,207322
2010,10.07.2010,Siskiyou Out Back 50 km Trail Run (USA),50km,161,13380.0,"*Ashland, OR",USA,1982.0,M,M23,13.453,1208115
2021,10.07.2021,Siskiyou Out Back 50 km Trail Run (USA),50km,182,14929.0,"*Portland, OR",USA,1983.0,M,M35,12.057,406109
2009,11.07.2009,Siskiyou Out Back 50 km Trail Run (USA),50km,157,13159.0,"*Ashland, OR",USA,1982.0,M,M23,13.679,1208115
2003,12.07.2003,Siskiyou Out Back 50 km Trail Run (USA),50km,112,14933.0,"*Salem, OR",USA,1980.0,M,MU23,12.054,1149649
2008,12.07.2008,Siskiyou Out Back 50 km Trail Run (USA),50km,116,13356.0,"*Bend, OR",USA,1980.0,M,M23,13.477,33245
2002,13.07.2002,Siskiyou Out Back 50 km Trail Run (USA),50km,93,15806.0,"*Seattle, WA",USA,1978.0,M,M23,11.388,1131854
2019,13.07.2019,Siskiyou Out Back 50 km Trail Run (USA),50km,186,14545.0,"*San Rafael, CA",USA,1993.0,M,M23,12.375,750756
2001,14.07.2001,Siskiyou Out Back 50 km Trail Run (USA),50km,92,15551.0,"*Corvallis, OR",USA,1967.0,M,M23,11.575,1069796
2007,14.07.2007,Siskiyou Out Back 50 km Trail Run (USA),50km,135,14590.0,"*Framingham, MA",USA,1983.0,M,M23,12.337,1214825
2012,14.07.2012,Siskiyou Out Back 50 km Trail Run (USA),50km,228,12791.0,"*Bend, OR",USA,1980.0,M,M23,14.072,33245
2006,15.07.2006,Siskiyou Out Back 50 km Trail Run (USA),50km,125,14629.0,"*Central Point, OR",USA,1967.0,M,M35,12.304,207322
2017,22.07.2017,Siskiyou Out Back 50 km Trail Run (USA),50km,188,13091.0,"*Provo, UT",USA,1992.0,M,M23,13.75,484185
2016,23.07.2016,Siskiyou Out Back 50 km Trail Run (USA),50km,204,13311.0,"*Ashland, OR",USA,1992.0,M,M23,13.523,484185
2015,25.07.2015,Siskiyou Out Back 50 km Trail Run (USA),50km,201,13253.0,"*Eagle Point, OR",USA,1993.0,M,MU23,13.582,1494061
2014,26.07.2014,Siskiyou Out Back 50 km Trail Run (USA),50km,208,13123.0,"*Ashland, OR",USA,1988.0,M,M23,13.716,33248
2013,27.07.2013,Siskiyou Out Back 50 km Trail Run (USA),50km,195,13358.0,"*Ashland, OR",USA,1988.0,M,M23,13.475,33248
2022,07.05.2022,SisuXtrail (FIN),50km,25,15139.0,Hauhon Sisu / Renko Va...,FIN,,M,,11.89,207088
2021,19.06.2021,SisuXtrail (FIN),50km,40,14960.0,Samba Trail Running Club,FIN,1989.0,M,M23,12.032,819011
2020,07.03.2020,Siuslaw Dunes 50km Trail Race (USA),50km,97,15280.0,"*Portland, OR",USA,1997.0,M,MU23,11.78,822933
2019,23.-24.08.2019,Six Days in the Dome - The Redux 24h Day 1 - 50km Split (USA),50km,17,15702.0,"*Bowling Green, KY",USA,1978.0,M,M40,11.464,132430
2019,24.-25.08.2019,Six Days in the Dome - The Redux 24h Day 2 - 50km Split (USA),50km,28,12573.0,"*Phoenix, AZ",USA,1986.0,M,M23,14.316,12696
2019,23.-25.08.2019,Six Days in the Dome - The Redux 48h - 50km Split (USA),50km,29,17961.0,"*Arlington, VA",USA,1972.0,M,M45,10.022,13446
2022,03.09.2022,Six-O 50km Trail Run (USA),50km,48,14908.0,"*Fort Worth, TX",USA,1985.0,M,M35,12.074,942269
2021,04.09.2021,Six-O 50km Trail Run (USA),50km,27,16311.0,"*Dallas, TX",USA,1974.0,M,M45,11.035,186787
2019,31.08.2019,Six-O 50km Trail Run (USA),50km,42,16539.0,"*Tioga, TX",USA,1980.0,F,W35,10.883,68002
2019,10.03.2019,Sixard 50km (HUN),50km,11,12853.0,,HUN,1979.0,F,W35,14.005,77450
2021,09.10.2021,Sjravele door Limburg (NED),50km,29,19329.0,*Idskenhuizen,NED,1993.0,M,M23,9.312,821797
2020,15.02.2020,Sjravele door Limburg -  Gulpen (NED),50km,49,18810.0,*Riemst,HUN,1977.0,M,M40,9.569,1506
2019,23.02.2019,Sjravele door Limburg - Wijlre (NED),50km,31,21262.0,*Roermond,NED,1966.0,M,M50,8.466,100744
2019,23.03.2019,Sjravele door Limburg - deel 2 (NED),50km,38,19546.0,*Woerden,NED,1972.0,M,M45,9.209,23168
1984,20.10.1984,Skagit Valley 50 Km (USA),50km,16,11972.0,,USA,1944.0,M,M40,15035.0,52856
1983,22.10.1983,Skagit Valley 50 Km (USA),50km,12,12043.0,,USA,1947.0,M,M35,14946.0,1079933
1982,24.04.1982,Skagit Valley 50 Km (USA),50km,19,12512.0,,USA,1951.0,M,M23,14386.0,1574607
2011,01.11.2011,Skampagnata 50 km Marathon (ITA),50km,4,20177.0,ASD Athlon Ribera,ITA,1955.0,M,M55,8.921,11293
2014,21.12.2014,Skampagnata 50 km Marathon (ITA),50km,17,14131.0,ASD Atletica Padua,ITA,1969.0,M,M45,12.738,568987
2013,22.12.2013,Skampagnata 50 km Marathon (ITA),50km,8,14125.0,Aspd 'No al doping' Ra...,ITA,1971.0,M,M40,12.743,458912
2014,08.06.2014,Skechers Ultramaraton 100 km - 50km Split (DEN),50km,16,13286.0,Kristiansand Løpeklubb,NOR,1969.0,M,M45,13.548,45717
2015,24.05.2015,Skechers Ultramaraton 100 km - 50km Split (DEN),50km,22,12702.0,Sparta AM,DEN,1983.0,M,M23,14.171,214584
2014,08.06.2014,Skechers Ultramaraton 50 km (DEN),50km,12,15116.0,Nordic Sport,DEN,1976.0,F,W35,11.908,11726
2015,24.05.2015,Skechers Ultramaraton 50 km (DEN),50km,7,17712.0,,DEN,,M,,10.163,1484763
2012,25.08.2012,Skirt 'n' Dirt 50K Trail Run (USA),50km,26,18973.0,"*Granite Bay, CA",USA,1975.0,F,W35,9.487,391055
2013,31.08.2013,Skirt 'n' Dirt 50K Trail Run (USA),50km,20,21610.0,"*Auburn, CA",USA,1975.0,F,W35,8.329,46349
2017,16.09.2017,Sky Island 50K (USA),50km,45,17410.0,,USA,1984.0,M,M23,10.339,213763
2016,17.09.2016,Sky Island 50K (USA),50km,31,18356.0,,USA,1967.0,M,M45,9.806,328985
2022,17.09.2022,Sky Island 50K (USA),50km,33,21690.0,"*San Antonio, TX",USA,1983.0,M,M35,8.299,940583
2021,18.09.2021,Sky Island 50K (USA),50km,77,18446.0,"*Austin, TX",USA,1994.0,M,M23,9.758,795515
2020,19.09.2020,Sky Island 50K (USA),50km,27,16502.0,,USA,1967.0,M,M50,10.908,328985
2019,21.09.2019,Sky Island 50K (USA),50km,83,18382.0,,USA,1969.0,M,M45,9.792,757045
2018,22.09.2018,Sky Island 50K (USA),50km,52,18092.0,,USA,1975.0,M,M40,9.949,340258
2007,09.09.2007,Sky Marathon Monti Sibillini (ITA),50km,30,19632.0,Recanati,ITA,1972.0,M,M23,9.169,1222152
2017,01.12.2017,Sky Ultra Pico Mx 50K (MEX),50km,82,25332.0,,MEX,1983.0,M,M23,7.106,793
2019,07.12.2019,Sky Ultra Pico Mx 50K (MEX),50km,120,18106.0,,MEX,1978.0,M,M40,9.941,798182
2016,09.12.2016,Sky Ultra Pico Mx 50K (MEX),50km,54,22738.0,,MEX,1970.0,M,M45,7.916,35143
2018,15.12.2018,Sky Ultra Pico Mx 50K (MEX),50km,77,22060.0,,MEX,1985.0,M,M23,8.16,86337
2011,02.10.2011,SkyView Ultra-Trail (JPN),50km,287,18578.0,*Gunmaken Tsumagoi,JPN,1975.0,M,M35,9.689,463038
2013,29.09.2013,SkyView Ultra-Trail (JPN),50km,375,18050.0,*Gunma Pref.,JPN,1983.0,M,M23,9.972,463038
2012,30.09.2012,SkyView Ultra-Trail (JPN),50km,187,18401.0,*Gunmaken Pref.,JPN,1975.0,M,M35,9.782,463038
2014,01.02.2014,Skydive Ultra Run - 50 Km (USA),50km,25,17821.0,"*Boca Raton, FL",USA,1973.0,M,M40,10.1,1272566
2017,28.01.2017,Skydive Ultra Run - 50 Km (USA),50km,34,19437.0,"*Columbus, OH",USA,1979.0,M,M35,9.261,282307
2016,30.01.2016,Skydive Ultra Run - 50 Km (USA),50km,29,19765.0,"*Jupiter, FL",USA,1970.0,F,W45,9.107,249398
2015,31.01.2015,Skydive Ultra Run - 50 Km (USA),50km,27,16408.0,"*Fanwood, NJ",USA,1977.0,M,M35,10.97,74604
1982,01.08.1982,Skyline 50k Endurance Run (USA),50km,274,12825.0,,USA,1949.0,M,M23,14035.0,20163
1987,01.08.1987,Skyline 50k Endurance Run (USA),50km,97,14291.0,,USA,1958.0,M,M23,12595.0,1600042
1993,01.08.1993,Skyline 50k Endurance Run (USA),50km,147,13857.0,,USA,1960.0,M,M23,12990.0,1621889
1998,01.08.1998,Skyline 50k Endurance Run (USA),50km,237,14153.0,,USA,1965.0,M,M23,12.718,682657
2004,01.08.2004,Skyline 50k Endurance Run (USA),50km,149,14406.0,,USA,1975.0,M,M23,12.495,25604
2010,01.08.2010,Skyline 50k Endurance Run (USA),50km,164,13025.0,"*Berkeley, CA",USA,1983.0,M,M23,13.82,526412
2021,01.08.2021,Skyline 50k Endurance Run (USA),50km,201,13248.0,"*Sunnyvale, CA",USA,1995.0,M,M23,13.587,701808
1992,02.08.1992,Skyline 50k Endurance Run (USA),50km,99,13887.0,,USA,1960.0,M,M23,12962.0,1621889
1997,02.08.1997,Skyline 50k Endurance Run (USA),50km,213,12757.0,,USA,1959.0,M,M35,14.11,128521
2009,02.08.2009,Skyline 50k Endurance Run (USA),50km,122,13206.0,,USA,1982.0,M,M23,13.63,180681
1986,03.08.1986,Skyline 50k Endurance Run (USA),50km,97,14890.0,,USA,1953.0,M,M23,12089.0,615337
1991,03.08.1991,Skyline 50k Endurance Run (USA),50km,63,13288.0,,USA,1958.0,M,M23,13546.0,1600042
1996,03.08.1996,Skyline 50k Endurance Run (USA),50km,186,13830.0,,USA,1964.0,M,M23,13.015,356243
2003,03.08.2003,Skyline 50k Endurance Run (USA),50km,162,13233.0,,USA,1958.0,M,M40,13.602,1151174
2008,03.08.2008,Skyline 50k Endurance Run (USA),50km,120,13453.0,,USA,1974.0,M,M23,13.38,45970
2014,03.08.2014,Skyline 50k Endurance Run (USA),50km,175,13402.0,,USA,1987.0,M,M23,13.431,194397
1985,04.08.1985,Skyline 50k Endurance Run (USA),50km,256,12209.0,,USA,1959.0,M,M23,14743.0,1582326
1990,04.08.1990,Skyline 50k Endurance Run (USA),50km,65,12842.0,,USA,1958.0,M,M23,14017.0,1600042
2002,04.08.2002,Skyline 50k Endurance Run (USA),50km,195,14355.0,,CAN,1968.0,M,M23,12.539,1072591
2019,04.08.2019,Skyline 50k Endurance Run (USA),50km,167,13417.0,"*Sunnyvale, CA",USA,1995.0,M,M23,13.416,701808
1984,05.08.1984,Skyline 50k Endurance Run (USA),50km,243,12841.0,,USA,,M,,14018.0,1582324
2000,05.08.2000,Skyline 50k Endurance Run (USA),50km,184,12980.0,,USA,1959.0,M,M40,13.867,128521
2001,05.08.2001,Skyline 50k Endurance Run (USA),50km,222,13845.0,,USA,1962.0,M,M35,13.001,237976
2007,05.08.2007,Skyline 50k Endurance Run (USA),50km,117,13285.0,,USA,1965.0,M,M40,13.549,421709
2018,05.08.2018,Skyline 50k Endurance Run (USA),50km,160,13443.0,"*Walnut Creek, CA",USA,1984.0,M,M23,13.39,303132
1995,06.08.1995,Skyline 50k Endurance Run (USA),50km,179,13636.0,,USA,1964.0,M,M23,13200.0,356243
2006,06.08.2006,Skyline 50k Endurance Run (USA),50km,130,14064.0,,USA,1974.0,M,M23,12.799,45970
2017,06.08.2017,Skyline 50k Endurance Run (USA),50km,196,13575.0,,USA,1985.0,M,M23,13.26,382303
1983,07.08.1983,Skyline 50k Endurance Run (USA),50km,221,13760.0,,USA,1953.0,M,M23,13081.0,485954
1988,07.08.1988,Skyline 50k Endurance Run (USA),50km,98,13220.0,,USA,1958.0,M,M23,13616.0,1600042
1994,07.08.1994,Skyline 50k Endurance Run (USA),50km,162,13842.0,,USA,1955.0,M,M35,13004.0,382304
1999,07.08.1999,Skyline 50k Endurance Run (USA),50km,231,13942.0,,USA,1965.0,M,M23,12.911,628344
2005,07.08.2005,Skyline 50k Endurance Run (USA),50km,147,14904.0,,USA,1982.0,M,MU23,12.077,180681
2011,07.08.2011,Skyline 50k Endurance Run (USA),50km,161,13603.0,"*Monterey, CA",USA,1982.0,M,M23,13.232,282125
2016,07.08.2016,Skyline 50k Endurance Run (USA),50km,170,14148.0,,USA,1982.0,M,M23,12.723,282125
2022,07.08.2022,Skyline 50k Endurance Run (USA),50km,197,12968.0,"*Sacramento, CA",USA,1982.0,M,M35,13.88,180681
2015,08.08.2015,Skyline 50k Endurance Run (USA),50km,163,12372.0,"*Walnut Creek, CA",USA,1988.0,M,M23,14.549,382295
